CITATIONS,LATITUDE,LONGITUDE
"18731 SANDEMAN H. A., OOTES L., COUSENS B. L., KILIAN T.:    PETROGENESIS OF GUNBARREL MAGMATIC ROCKS: HOMOGENEOUS CONTINENTAL THOLEIITES ASSOCIATED WITH EXTENSION AND RIFTING OF NEOPROTEROZOIC LAURENTIA  PREC. RESEARCH 252   2014 166-179    doi: 10.1016/j.precamres.2014.07.007",,
"18733 KITAYAMA Y. C., FRANCIS D. M.:    IRON-RICH ALKALINE MAGMATISM IN THE ARCHEAN WAWA GREENSTONE BELTS (ONTARIO, CANADA)  PREC. RESEARCH 252   2014 53-70    doi: 10.1016/j.precamres.2014.06.026",,
"18776 FERRARI L., BERGOMI M., MARTINI M., TUNESI A., OROZCO-ESQUIVEL M. T., LOPEZ-MARTINEZ M.:    LATE CRETACEOUS-OLIGOCENE MAGMATIC RECORD IN SOUTHERN MEXICO: THE CASE FOR A TEMPORAL SLAB WINDOW ALONG THE EVOLVING CARIBBEAN-NORTH AMERICA-FARALLON TRIPLE BOUNDARY  TECTONICS 33   2014 1738-1765    doi: 10.1002/2014TC003525",,
"18790 ARMSTRONG R. L., EISBACHER G. H., EVANS P. D.:    AGE AND STRATIGRAPHIC-TECTONIC SIGNIFICANCE OF PROTEROZOIC DIABASE SHEETS, MACKENZIE MOUNTAINS, NORTHWESTERN CANADA  CAN. J. EARTH SCI. 19   1982 316-323    doi: 10.1139/e82-023",,
"18792 DUDAS F. O. L., LUSTWERK R. L.:    GEOCHEMISTRY OF THE LITTLE DAL BASALTS: CONTINENTAL THOLEIITES FROM THE MACKENZIE MOUNTAINS, NORTHWEST TERRITORIES, CANADA  CAN. J. EARTH SCI. 34   1997 50-58    doi: 10.1139/e17-004",,
"18814 DUDAS F. O. L.:    GEOCHEMISTRY OF IGNEOUS ROCKS FROM THE CRAZY MOUNTAINS, MONTANA, AND TECTONIC MODELS FOR THE MONTANA ALKALIC PROVINCE  J. GEOPHYS. RES. 96   1991 13261-13277    doi: 10.1029/91JB00246",,
"18815 DUDAS F. O. L., CARLSON R. W., EGGLER D. H.:    REGIONAL MIDDLE PROTEROZOIC ENRICHMENT OF THE SUBCONTINENTAL MANTLE SOURCE OF IGNEOUS ROCKS FROM CENTRAL MONTANA  GEOLOGY 15   1987 22-25    doi: 10.1130/0091-7613(1987)15<22:RMPEOT>2.0.CO;2",,
"18882 RUBIO-ORDONEZ A., GUTIERREZ-ALONSO G., VALVERDE-VAQUERO P., CUESTA A., GALLASTEGUI G., GERDES A., CARDENES V.:    ARC-RELATED EDIACARAN MAGMATISM ALONG THE NORTHERN MARGIN OF GONDWANA: GEOCHRONOLOGY AND ISOTOPIC GEOCHEMISTRY FROM NORTHERN IBERIA  GONDWANA RES. 27   2015 216-227    doi: 10.1016/j.gr.2013.09.016",,
"18928 LARREA P., GALE C., UBIDE T., WIDOM E., LAGO M., FRANCA Z. T. M.:    MAGMATIC EVOLUTION OF GRACIOSA (AZORES, PORTUGAL)  J. PETROL. 55   2014 2125-2154    GeoReM-id: 7877   doi: 10.1093/petrology/egu052",,
"19001 HAASE K. M., LIMA S. M., KRUMM S. H., GARBE-SCH璜睟ERG D.:    THE MAGMATIC EVOLUTION OF YOUNG ISLAND ARC CRUST OBSERVED IN GABBROIC TO TONALITIC XENOLITHS FROM RAOUL ISLAND, KERMADEC ISLAND ARC  LITHOS 210-211   2014 199-208    GeoReM-id: 8006   doi: 10.1016/j.lithos.2014.10.005",,
"19027 MUKHERJEE R., MONDAL S. K., ZHONG HONG, BAI ZHONG-JIE, BALARAM V., RAVINDRA KUMAR G. R.:    PLATINUM-GROUP ELEMENT GEOCHEMISTRY OF KOMATIITE-DERIVED 3.1 GA ULTRAMAFIC-MAFIC ROCKS AND CHROMITITES FROM THE NUGGIHALLI GREENSTONE BELT, WESTERN DHARWAR CRATON (INDIA)  CHEM. GEOL. 386   2014 190-208    GeoReM-id: 8046   doi: 10.1016/j.chemgeo.2014.08.007",,
"19144 BECCALUVA L., BARBIERI M., BORN H., BROTZU P., COLTORTI M., CONTE A. M., GARBARINO C., GOMES C. B., MACCIOTTA G., MORBIDELLI L., RUBERTI E., SIENA F., TRAVERSA G.:    FRACTIONAL CRYSTALLIZATION AND LIQUID IMMISCIBILITY PROCESSES IN THE ALKALINE-CARBONATITE COMPLEX OF JUQUIA (SAO PAULO, BRAZIL)  J. PETROL. 33   1992 1371-1404    doi: 10.1093/petrology/33.6.1371",,
"19181 MINIFIE M. J., KERR A. C., ERNST R. E., HASTIE A. R., CIBOROWSKI T. J. R., DESHARNAIS G., MILLAR I. L.:    THE NORTHERN AND SOUTHERN SECTIONS OF THE WESTERN CA. 1880 MA CIRCUM-SUPERIOR LARGE IGNEOUS PROVINCE, NORTH AMERICA: THE PICKLE CROW DYKE CONNECTION?  LITHOS 174   2013 217-235    GeoReM-id: 7251   doi: 10.1016/j.lithos.2012.03.017",,
"19182 BOGDANOVA S. V., GINTOV O. B., KURLOVICH D. M., LUBNINA N. V., NILSSON M. K. M., ORLYUK M. I., PASHKEVICH I. K., SHUMLYANSKYY L., STAROSTENKO V. I.:    LATE PROTEROZOIC MAFIC DYKING IN THE UKRAINIAN SHIELD OF VOLGO-SARMATIA CAUSED BY ROTATION DURING THE ASSEMBLY OF SUPERCONTINENT COLUMBIA (NUNA)  LITHOS 174   2013 196-216    doi: 10.1016/j.lithos.2012.11.002",,
"19189 HANSON R. E., PUCKETT R. E. JR., KELLER G. R., BRUESEKE M. E., BULEN C. L., MERTZMAN S. A. JR., FINEGAN S. A., MCCLEERY D. A.:    INTRAPLATE MAGMATISM RELATED TO OPENING OF THE SOUTHERN IAPETUS OCEAN: CAMBRIAN WICHITA IGNEOUS PROVINCE IN THE SOUTHERN OKLAHOMA RIFT ZONE  LITHOS 174   2013 57-70    doi: 10.1016/j.lithos.2012.06.003",,
"19191 ZHAI QINGGUO, JAHN B.-M., SU LI, ERNST R. E., WANG KUO-LUNG, ZHANG RU-YUAN, WANG JUN, TANG SUOHAN:    SHRIMP ZIRCON U-PB GEOCHRONOLOGY, GEOCHEMISTRY AND SR-ND-HF ISOTOPIC COMPOSITIONS OF MA MAFIC DYKE SWARM IN THE QIANGTANG TERRANE, NORTHERN TIBET AND GEODYNAMIC IMPLICATIONS  LITHOS 174   2013 28-43    doi: 10.1016/j.lithos.2012.10.018",,
"19202 HAYES B., BEDARD J. H., LISSENBERG C. J.:    OLIVINE SLURRY REPLENISHMENT AND THE DEVELOPMENT OF IGNEOUS LAYERING IN A FRANKLIN SILL, VICTORIA ISLAND, ARCTIC CANADA  J. PETROL. 56   2015 83-112    doi: 10.1093/petrology/egu072",,
"19216 RIBEIRO J. M., STERN R. J., MARTINEZ F., ISHIZUKA O., MERLE S. G., KELLEY KATHERINE A., ANTHONY E. Y., REN MINGHUA, OHARA Y., REAGAN M. K., GIRARD G., BLOOMER S. H.:    GEODYNAMIC EVOLUTION OF A FOREARC RIFT IN THE SOUTHERNMOST MARIANA ARC  THE ISLAND ARC 22   2013 453-476    doi: 10.1111/iar.12039",,
"19222 DAI LI-QUN, ZHAO ZI-FU, ZHENG YONG-FEI:    TECTONIC DEVELOPMENT FROM OCEANIC SUBDUCTION TO CONTINENTAL COLLISION: GEOCHEMICAL EVIDENCE FROM POSTCOLLISIONAL MAFIC ROCKS IN THE HONG^AN-DABIE OROGENS  GONDWANA RES. 27   2015 1236-1254    GeoReM-id: 9054   doi: 10.1016/j.gr.2013.12.005",,
"19224 BARR S. M., TANTISUKRIT C., YAOWANOIYOTHIN W., MACDONALD A. S.:    PETROLOGY AND TECTONIC IMPLICATIONS OF UPPER PALEOZOIC VOLCANIC ROCKS OF THE CHIANG MAI BELT, NORTHERN THAILAND  J. SOUTHEAST ASIAN EARTH SCIENCES 4   1990 37-47    doi: 10.1016/0743-9547(90)90023-7",,
"19243 STEPANOVA A. V., SALNIKOVA E. B., SAMSONOV A. V., EGOROVA S. V., LARIONOVA YU. O., STEPANOV V. S.:    THE 2.31 GA MAFIC DYKES IN THE KARELIAN CRATON, EASTERN FENNOSCANDIAN SHIELD: U-PB AGE, SOURCE CHARACTERISTICS AND IMPLICATIONS FOR CONTINENTAL BREAK-UP PROCESSES  PREC. RESEARCH 259   2015 43-57    doi: 10.1016/J.PRECAMRES.2014.10.002",,
"19280 PETERSON T. D., SCOTT J. M.J., LECHEMINANT A. N., JEFFERSON C. W., PEHRSSON S. J.:    THE KIVALLIQ IGNEOUS SUITE: ANOROGENIC BIMODAL MAGMATISM AT 1.75 GA IN THE WESTERN CHURCHILL PROVINCE, CANADA  PREC. RESEARCH 262   2015 101-119    doi: 10.1016/j.precamres.2015.02.019",,
"19328 HAYES B., LISSENBERG C. J., BEDARD J. H., BEARD C.:    THE GEOCHEMICAL EFFECTS OF OLIVINE SLURRY REPLENISHMENT AND DOLOSTONE ASSIMILATION IN THE PLUMBING SYSTEM OF THE FRANKLIN LARGE IGNEOUS PROVINCE,, VICTORIA ISLAND, ARCTIC CANADA  CONTRIB. MINERAL. PETROL. 169 (22)  2015    doi: 10.1007/s00410-015-1117-8",,
"19340 GOODFELLOW W. D., MIKECECILE M. P., LEYBOURNE M. I.:    GEOCHEMISTRY, PETROGENESIS, AND TECTONIC SETTING OF LOWER PALEOZOIC ALKALIC AND POTASSIC VOLCANIC ROCKS, NORTHERN CANADIAN CORDILLERAN MIOGEOCLINE  CAN. J. EARTH SCI. 32   1995 1236-1254    doi: 10.1139/e95-101",,
"19373 WANG RUI, RICHARDS J. P., HOU ZENGQIAN, AN FANG, CREASER R. A.:    ZIRCON U-PB AGE AND SR-ND-HF-O ISOTOPE GEOCHEMISTRY OF THE PALEOCENE-EOCENE IGNEOUS ROCKS IN WESTERN GANGDESE: EVIDENCE FOR THE TIMING OF NEO-TETHYAN SLAB BREAKOFF  LITHOS 224-225   2015 179-194    GeoReM-id: 8873   doi: 10.1016/J.LITHOS.2015.03.003",,
"19378 DAI LI-QUN, ZHAO ZI-FU, ZHENG YONG-FEI, ZHANG JUAN:    SOURCE AND MAGMA MIXING PROCESSES IN CONTINENTAL SUBDUCTION FACTORY: GEOCHEMICAL EVIDENCE FROM POSTCOLLISIONAL MAFIC IGNEOUS ROCKS IN THE DABIE OROGEN  GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 16   2014 659-680    doi: 10.1002/2014GC005620",,
"19386 YU SONG-YUE, SONG XIE-YAN, RIPLEY E. M., LI CHUSI, CHEN LIE-MENG, SHE YU-WEI, LUAN YAN:    INTEGRATED O-SR-ND ISOTOPE CONSTRAINTS ON THE EVOLUTION OF FOUR IMPORTANT FE-TI OXIDE ORE-BEARING MAFIC-ULTRAMAFIC INTRUSIONS IN THE EMEISHAN LARGE IGNEOUS PROVINCE, SW CHINA  CHEM. GEOL. 401   2015 28-42    GeoReM-id: 8724   doi: 10.1016/j.chemgeo.2015.02.020",,
"19416 RICHARDS J. P., BOYCE A. J., PRINGLE M. S.:    GEOLOGIC EVOLUTION OF THE ESCONDIDA AREA, NORTHERN CHILE: A MODEL FOR SPATIAL AND TEMPORAL LOCALIZATION OF PORPHYRY CU MINERALIZATION  ECON. GEOL. 96   2001 271-305    doi: 10.2113/gsecongeo.96.",,
"19478 SANDEMAN H. A., OOTES L., JACKSON V. A.:    FIELD, PETROGRAPHIC, AND PETROCHEMICAL DATA FOR THE FABER SILL: INSIGHTS INTO THE PETROGENESIS OF A GUNBARREL EVENT INTRUSION IN THE WOPMAY OROGEN, NWT, CANADA  2007 1-25 ",,
"19507 BELLIZZIA A.:    PETROGENETIC CONSIDERATION OF THE MAGMATIC PROVINCE OF RORAIMA (GUAYANA VENEZOLANA)  BOL. GEOL. ,NIN. ENERGIA NINAS 4   1957 53-81 ",,
"19538 LUAN YAN, SONG XIE-YAN, CHEN LIE-MENG, ZHENG WEN-QIN, ZHANG XIAO-QI, YU SONG-YUE, SHE YU-WEI, TIAN XIAO-LIN, RAN QI-YU:    KEY FACTORS CONTROLLING THE ACCUMULATION OF THE FE-TI OXIDES IN THE HONGGE LAYERED INTRUSION IN THE EMEISHAN LARGE IGNEOUS PROVINCE, SW CHINA  ORE GEOL. REV. 57   2014 518-538    doi: 10.1016/j.oregeorev.2013.08.010",,
"19539 SHE YU-WEI, YU SONG-YUE, SONG XIE-YAN, CHEN LIE-MENG, ZHENG WEN-QIN, LUAN YAN:    THE FORMATION OF P-RICH FE-TI OXIDE ORE LAYERS IN THE TAIHE LAYERED INTRUSION, SW CHINA: IMPLICATIONS FOR MAGMA-PLUMBING SYSTEM PROCESS  ORE GEOL. REV. 57   2014 539-559    doi: 10.1016/j.oregeorev.2013.07.007",,
"19540 SONG XIE-YAN, QI HUA-WEN, HU RUIZHONG, CHEN LIE-MENG, YU SONG-YUE, ZHANG JIA-FEI:    FORMATION OF THICK STRATIFORM FE-TI OXIDE LAYERS IN LAYERED INTRUSION AND FREQUENT REPLENISHMENT OF FRACTIONATED MAFIC MAGMA: EVIDENCE FROM THE PANZHIHUA INTRUSION, SW CHINA  GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 14   2013 1525-2027    GeoReM-id: 7709   doi: 10.1002/ggge.20068",,
"19576 LUTTINEN A. V., HEINONEN J. S., KURHILA M., JOURDAN F., M鑵楾T鑵濱 I., VUORI S. K., HUHMA H.:    DEPLETED MANTLE-SOURCED CFB MAGMATISM IN THE JURASSIC AFRICA-ANTARCTICA RIFT: PETROLOGY AND 40AR/39AR AND U/PB CHRONOLOGY OF THE VESTFJELLA DYKE SWARM, DRONNING MAUD LAND, ANTARCTICA  J. PETROL. 56   2015 919-952    GeoReM-id: 8632   doi: 10.1093/petrology/egv022",,
"19657 SEWELL R. J., HOBDEN B. J., WEAVER S. D.:    MAFIC AND ULTRAMAFIC MANTLE AND DEEP CRUSTAL XENOLITHS FROM BANKS PENINSULA, SOUTH ISLAND, NEW ZEALAND  NEW ZEALAND J. GEOL. GEOPHYS. 36   1993 223-231    doi: 10.1080/00288306.1993.9514570",,
"19672 RODDAZ M., BRUSSET S., SOULA J.-C., BEZIAT D., BEN ABBOU M., DEBAT P., DRIOUCH Y., CHRISTOPHOUL F., NTARMOUCHANT A., DERAMOND J.:    FORELAND BASIN MAGMATISM IN THE WESTERN MOROCCAN MESETA AND GEODYNAMIC INFERENCES  TECTONICS 21   2002    doi: 10.1029/2001TC901029",,
"19747 IMAOKA T., KIMINAMI K., NISHIDA K., TAKEMOTO M., IKAWA T., ITAYA T., KAGAMI H., IIZUMI S.:    K-AR AGE AND GEOCHEMISTRY OF THE SW JAPAN PALEOGENE CAULDRON CLUSTER: IMPLICATIONS FOR EOCENE-OLIGOCENE THERMO-TECTONIC REACTIVATION  J. ASIAN EARTH SCI. 40   2011 509-533    doi: 10.1016/j.jseaes.2010.10.002",,
"19772 CIBOROWSKI T. J. R., KERR A. C., ERNST R. E., MACDONALD I., MINIFIE M. J., HARLAN S. S., MILLAR I. L.:    THE EARLY PROTEROZOIC MATACHEWAN LARGE IGNEOUS PROVINCE: GEOCHEMISTRY, PETROGENESIS, AND IMPLICATIONS FOR EARTH EVOLUTION  J. PETROL. 56   2015 1459-1494    GeoReM-id: 8619   doi: 10.1093/petrology/egv038",,
"19776 HAYES B., BEDARD J. H., HRYCIUK M., WING B. A., NABELEK P. I., MACDONALD W. G., LISSENBERG C. J.:    SULFIDE IMMISCIBILITY INDUCED BY WALL-ROCK ASSIMILATION IN A FAULT-GUIDED BASALTIC FEEDER SYSTEM, FRANKLIN LARGE IGNEOUS PROVINCE, VICTORIA ISLAND (ARCTIC CANADA)  ECON. GEOL. 110   2015 1697-1717    doi: 10.2113/econgeo.110.7.1697",,
"19806 VOGEL D. C., KEAYS R. R., JAMES R. S., REEVES S. J.:    THE GEOCHEMISTRY AND PETROGENESIS OF THE AGNEW INTRUSION, CANADA: A PRODUCT OF S-UNDERSATURATED, HIGH-AL AND LOW-TI THOLEIITIC MAGMAS  J. PETROL. 40   1999 423-450    doi: 10.1093/petroj/40.3.423",,
"19826 CAI YUE, RIOUX M., KELEMEN P. B., GOLDSTEIN S. L., BOLGE L. L., KYLANDER-CLARK A. R. C.:    DISTINCTLY DIFFERENT PARENTAL MAGMAS FOR CALC-ALKALINE PLUTONS AND THOLEIITIC LAVAS IN THE CENTRAL AND EASTERN ALEUTIAN ARC  EARTH PLANET. SCI. LETT. 431   2015 119-128    doi: 10.1016/j.epsl.2015.07.058",,
"19842 BECCALUVA L., COLTORTI M., GALASSI B., MACCIOTTA G., SIENA F.:    THE CAINOZOIC CALCALKALINE MAGMATISM OF THE WESTERN MEDITERRANEAN AND ITS GEODYNAMIC SIGNIFICANCE  BOL. GEOFIS. TEOR. APPLIC. 36   1994 293-308 ",,
"19851 BECCALUVA L., BIANCHINI G., COLTORTI M., SIENA F., VERDE M.:    CENOZOIC TECTONO-MAGMATIC EVOLUTION OF THE CENTRAL-WESTERN MEDITERRANEAN: MIGRATION OF AN ARC-INTERARC BASIN SYSTEM AND VARIATIONS IN THE MODE OF SUBDUCTION I. R. FINETTI | CROP PROJECT | ELSEVIER 2005 623-640 ",,
"19865 HAYMAN P. C., THEBAUD N., PAWLEY M. J., BARNES S. J., CAS R. A. F., AMELIN Y., REINHARDT J., SQUIRE R. J., CAMPBELL I. H., PEGG I.:    EVOLUTION OF A ~2.7 GA LARGE IGNEOUS PROVINCE: A VOLCANOLOGICAL, GEOCHEMICAL AND GEOCHRONOLOGICAL STUDY OF THE AGNEW GREENSTONE BELT, AND NEW REGIONAL CORRELATIONS FOR THE KALGOORLIE TERRANE (YILGARN CRATON, WESTERN AUSTRALIA)  PREC. RESEARCH 270   2015 334-368    doi: 10.1016/j.precamres.2015.09.016",,
"19893 GALLHOFER D., VON QUADT A., PEYTCHEVA I., SCHMID S. M., HEINRICH C. A.:    TECTONIC, MAGMATIC, AND METALLOGENIC EVOLUTION OF THE LATE CRETACEOUS ARC IN THE CARPATHIAN-BALKAN OROGEN  TECTONICS 34   2015 1813-1836    doi: 10.1002/2015TC003834",,
"19898 WANG LIAN-XUN, MA CHANGQIAN, LAI ZHONG-XIN, MARKS M. A. W., ZHANG CHAO, ZHONG YU-FANG:    EARLY JURASSIC MAFIC DYKES FROM THE XIAZHUANG ORE DISTRICT (SOUTH CHINA): IMPLICATIONS FOR TECTONIC EVOLUTION AND URANIUM METALLOGENESIS  LITHOS 239   2015 71-85    GeoReM-id: 8888   doi: 10.1016/j.lithos.2015.10.008",,
"19906 FREYMUTH H., VILS F., WILLBOLD M., TAYLOR R. N., ELLIOTT T. R.:    MOLYBDENUM MOBILITY AND ISOTOPIC FRACTIONATION DURING SUBDUCTION AT THE MARIANA ARC  EARTH PLANET. SCI. LETT. 432   2015 176-186    GeoReM-id: 8665   doi: 10.1016/j.epsl.2015.10.006",,
"19928 SAFONOVA I. YU., KOJIMA S., NAKAE S., ROMER R. L., SELTMANN R., SANO H., ONOUE T.:    OCEANIC ISLAND BASALTS IN ACCRETIONARY COMPLEXES OF SW JAPAN: TECTONIC AND PETROGENETIC IMPLICATIONS  J. ASIAN EARTH SCI. 113   2015 508-523    doi: 10.1016/j.jseaes.2014.09.015",,
"19949 TURNER SIMON P., HOERNLE K. A., HAUFF F., JOHANSEN T. S., KL韫紼L A., KOKFELT T. F., LUNDSTROM C. C.:    238U-230TH-226RA DISEQUILIBRIA CONSTRAINTS ON THE MAGMATIC EVOLUTION OF THE CUMBRE VIEJA VOLCANICS ON LA PALMA, CANARY ISLANDS  J. PETROL. 56   2015 1999-2024    GeoReM-id: 8673   doi: 10.1093/petrology/egv061",,
"19955 BARKER A. K., TROLL V. R., CARRACEDO J. C., NICHOLLS P. A.:    THE MAGMA PLUMBING SYSTEM FOR THE 1971 TENEGU铏?ERUPTION ON LA PALMA, CANARY ISLANDS  CONTRIB. MINERAL. PETROL. 170 (54)  2015    doi: 10.1007/s00410-015-1207-7",,
"19986 ZHU WEI-GUANG, ZHONG HONG, LI ZHENG-XIANG, BAI ZHONG-JIE, YANG YI-JIN:    SIMS ZIRCON U-PB AGES, GEOCHEMISTRY AND ND-HF ISOTOPES OF CA. 1.0 GA MAFIC DYKES AND VOLCANIC ROCKS IN THE HUILI AREA, SW CHINA: ORIGIN AND TECTONIC SIGNIFICANCE  PREC. RESEARCH 273   2016 67-89    GeoReM-id: 9691   doi: 10.1016/j.precamres.2015.12.011",,
"20003 REHNSTR璜?E. F.:    GEOCHRONOLOGY AND PETROLOGY OF THE TIELMA MAGMATIC COMPLEX, NORTHERN SWEDISH CALEDONIDES -- RESULTS AND TECTONIC IMPLICATIONS  NORWEGIAN J. GEOL. 83   2003 243-257 ",,
"20029 STERN R. J., ALI K. A., REN MINGHUA, ZHANG KAI-JUN, ROMER R. L., LEYBOURNE M. I., WHITEHOUSE M. J., IBRAHIM KHALIL M.:    CADOMIAN (~560 MA) CRUST BURIED BENEATH THE NORTHERN ARABIAN PENINSULA: MINERAL, CHEMICAL, GEOCHRONOLOGICAL, AND ISOTOPIC CONSTRAINTS FROM NE JORDAN XENOLITHS  EARTH PLANET. SCI. LETT. 436   2016 31-42    doi: 10.1016/j.epsl.2015.12.026",,
"20030 LIU DONG, ZHAO ZHIDAN, ZHU DI-CHENG, NIU YAOLING, WIDOM E., TENG FANG-ZHEN, DEPAOLO D. J., KE SHAN, XU JI-FENG, WANG QING, MO XUANXUE:    IDENTIFYING MANTLE CARBONATITE METASOMATISM THROUGH OS-SR-MG ISOTOPES IN TIBETAN ULTRAPOTASSIC ROCKS  EARTH PLANET. SCI. LETT. 430   2015 458-469    GeoReM-id: 8654   doi: 10.1016/j.epsl.2015.09.005",,
"20106 T璜禡鑵楨N T., KONNUNAHO J. P., HANSKI E. J., MOILANEN M., HEIKURA P.:    THE PALEOPROTEROZOIC KOMATIITE-HOSTED PGE MINERALIZATION AT LOMALAMPI, CENTRAL LAPLAND GREENSTONE BELT, NORTHERN FINLAND  MINER. DEPOSITA 51   2016 411-430    doi: 10.1007/s00126-015-0615-y",,
"20122 NOURI F., AZIZI H., GOLONKA J., ASAHARA Y., ORIHASHI Y., YAMAMOTO KOSHI, TSUBOI M., ANMA R.:    AGE AND PETROGENESIS OF NA-RICH FELSIC ROCKS IN WESTERN IRAN: EVIDENCE FOR CLOSURE OF THE SOUTHERN BRANCH OF THE NEO-TETHYS IN THE LATE CRETACEOUS  TECTONOPHYSICS 671   2016 151-172    doi: 10.1016/j.tecto.2015.12.014",,
"20127 KAMENOV B. K., YANEV Y., NEDIALKOV R., MORITZ R., PEYTCHEVA I., VON QUADT A., STOYKOV S., ZARTOVA A.:    PETROLOGY OF UPPER CRETACEOUS ISLAND-ARC ORE-MAGMATIC CENTERS FROM CENTRAL SREDNOGORIE, BULGARIA: MAGMA EVOLUTION AND PATHS  GEOCHEM. MINERAL. PETROL. SOFIA 45   2007 39-77 ",,
"20149 D^SOUZA R. J., CANIL D., CREASER R. A.:    ASSIMILATION, DIFFERENTIATION, AND THICKENING DURING FORMATION OF ARC CRUST IN SPACE AND TIME: THE JURASSIC BONANZA ARC, VANCOUVER ISLAND, CANADA  BULL. GEOL. SOC. AM. 128   2016 543-557    doi: 10.1130/B31289.1",,
"20197 CUCCINIELLO C., TUCKER R. D., JOURDAN F., MELLUSO L., MORRA V.:    THE AGE AND PETROGENESIS OF ALKALINE MAGMATISM IN THE AMPASINDAVA PENINSULA AND NOSY BE ARCHIPELAGO, NORTHERN MADAGASCAR  MINERAL. PETROL. 110   2016 309-331    doi: 10.1007/s00710-015-0387-1",,
"20239 SCHAEN A. J., JICHA B. R., KAY S. M., SINGER B. S., TIBBETTS A. K.:    EOCENE TO PLEISTOCENE MAGMATIC EVOLUTION OF THE DELAROF ISLANDS, ALEUTIAN ARC  GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 17   2016 1086-1108    GeoReM-id: 9896   doi: 10.1002/2015GC006067",,
"20277 ORDONEZ-CALDERON J. C., LAFRANCE B., GIBSON H. L., SCHWARTZ T., PEHRSSON S. J., RAYNER N. M.:    PETROGENESIS AND GEODYNAMIC EVOLUTION OF THE PALEOPROTEROZOIC (~1878 MA) TROUT LAKE VOLCANOGENIC MASSIVE SULFIDE DEPOSIT, FLIN FLON, MANITOBA, CANADA  ECON. GEOL. 111   2016 817-847    doi: 10.2113/econgeo.111.4.817",,
"20289 O^NEIL J., FRANCIS D. M., CARLSON R. W.:    IMPLICATIONS OF THE NUVVUAGITTUQ GREENSTONE BELT FOR THE FORMATION OF EARTH鎵?EARLY CRUST  J. PETROL. 52   2011 985-1009    doi: 10.1093/petrology/egr014",,
"20290 O^NEIL J., CARLSON R. W., FRANCIS D. M., STEVENSON R. K.:    NEODYMIUM-142 EVIDENCE FOR HADEAN MAFIC CRUST  SCIENCE 321   2008 1828-1831    doi: 10.1126/SCIENCE.1161925",,
"20300 LARSEN L. M., PEDERSEN A. K., TEGNER C., DUNCAN R. A., HALD N., LARSEN J. G.:    AGE OF TERTIARY VOLCANIC ROCKS ON THE WEST GREENLAND CONTINENTAL MARGIN: VOLCANIC EVOLUTION AND EVENT CORRELATION TO OTHER PARTS OF THE NORTH ATLANTIC IGNEOUS PROVINCE  GEOL. MAG. 153   2016 487-511    doi: 10.1017/S0016756815000515",,
"20305 ROSSIGNOL C., BOURQUIN S., POUJOL M., HALLOT E., DABARD M.-P., NALPAS T.:    THE VOLCANICLASTIC SERIES FROM THE LUANG PRABANG BASIN, LAOS: A WITNESS OF A TRIASSIC MAGMATIC ARC?  J. ASIAN EARTH SCI. 120   2016 159-183    doi: 10.1016/j.jseaes.2016.02.001",,
"20347 PRICE R. C., SMITH I. E. M., STEWART R. B., GAMBLE J. A., GRUENDER K., MAAS R.:    HIGH-K ANDESITE PETROGENESIS AND CRUSTAL EVOLUTION: EVIDENCE FROM MAFIC AND ULTRAMAFIC XENOLITHS, EGMONT VOLCANO (MT. TARANAKI) AND COMPARISONS WITH RUAPEHU VOLCANO, NORTH ISLAND, NEW ZEALAND  GEOCHIM. COSMOCHIM. ACTA 185   2016 328-357    GeoReM-id: 9511   doi: 10.1016/j.gca.2015.12.009",,
"20382 ERNST R. E., OKRUGIN A. V., VESELOVSKIY R. V., KAMO S. L., HAMILTON M. A., PAVLOV V., S璜‥RLUND U., CHAMBERLAIN K. R., ROGERS C.:    THE 1501 MA KUONAMKA LARGE IGNEOUS PROVINCE OF NORTHERN SIBERIA: U-PB GEOCHRONOLOGY, GEOCHEMISTRY, AND LINKS WITH COEVAL MAGMATISM ON OTHER CRUSTAL BLOCKS  RUSS. GEOL. GEOPHYS. 57   2016 653-671    doi: 10.1016/j.rgg.2016.01.015",,
"20389 KHROMYKH S. V., VLADIMIROV A. G., IZOKH A. E., TRAVIN A. V., PROKOPEV I. R., AZIMBAEV E., LOBANOV S. S.:    PETROLOGY AND GEOCHEMISTRY OF GABBRO AND PICRITES FROM THE ALTAI COLLISIONAL SYSTEM OF HERCYNIDES: EVIDENCE FOR THE ACTIVITY OF THE TARIM PLUME  RUSS. GEOL. GEOPHYS. 54   2013 1288-1304    doi: 10.1016/j.rgg.2013.09.011",,
"20392 SPIKINGS R. A., REITSMA M. J., BOEKHOUT F., MISKOVIC A., ULIANOV A., CHIARADIA M., GERDES A., SCHALTEGGER U.:    CHARACTERISATION OF TRIASSIC RIFTING IN PERU AND IMPLICATIONS FOR THE EARLY DISASSEMBLY OF WESTERN PANGAEA  GONDWANA RES. 35   2016 124-143    GeoReM-id: 9390   doi: 10.1016/j.gr.2016.02.008",,
